stateabb,countyname,statefips,countyfips,ruralcode,persistentpov,active_md_nf17,active_md_nf16,active_md_nf15,active_md_nf14,active_md_nf13,active_md_nf12,active_md_nf11,active_md_nf10,active_md_nf05,active_md_nf00,active_md_nf90,active_md_nf80,active_md_nf70,active_md_nf60,genprac17,genprac15,genprac10,dfammed17,dfammed15,dfammed10,intmed17,intmed15,intmed10,ped17,ped15,ped10,obgyn17,obgyn15,obgyn10,psych_pc17,psych_pc15,psych_pc10,tothosp17,tothosp15,tothosp10,prev_stays16,prev_stays15,prev_stays14,prev_stays13,prev_stays12,rurclin18,rurclin17,rurclin16,rurclin15,rurclin14,rurclin13,rurclin12,rurclin11,rurclin10,nhsc_sites19,nhsc_sites18,nhsc_sites17,nhsc_sites16,nhsc_sites15,nhsc_wpc19,nhsc_wpc18,nhsc_wpc17,nhsc_wpc16,nhsc_wpc15,nhsc_wpc14,nhsc_wpc13,nhsc_wmh19,nhsc_wmh18,nhsc_wmh17,nhsc_wmh16,nhsc_wmh15,nhsc_wmh14,nhsc_wmh13,nhsc_pcp19,nhsc_pcp18,nhsc_pcp17,nhsc_pcp16,nhsc_pcp15,nhsc_pcp14,nhsc_pcp13,nhsc_mhp19,nhsc_mhp18,nhsc_mhp17,nhsc_mhp16,nhsc_mhp15,nhsc_mhp14,nhsc_mhp13,popest18,popest17,popest16,popest15,popest14,popest13,popest12,popest11,popest10,popest09,popest08,popest07,popest06,popest05,popest00,pop6517,pop6516,pop6515,pop6514,pop6513,pop6512,pop6511,pop6510,infmort1317,infmort1216,infmort1115,infmort1014,infmort0913,infmort0812,infmort0711,infmort0610,infmort0509,infmort0408,infmort0307,infmort0206,infmort0105,infmort9600,sui1517,sui1416,sui1315,sui0810,povperc17,povperc16,povperc15,povperc14,povperc13,povperc12,povperc11,povperc10,pop65perc10,pop65perc11,pop65perc12,pop65perc13,pop65perc14,pop65perc15,pop65perc16,pop65perc17,pcp17,pcp15,pcp10,pcpratio17,pcpratio15,pcpratio10,pcp15weight,pcp17weight,pcp10weight
KS,Edwards,20,047,09,0,1,1,1,1,1,1,2,2,1,0,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1184,2296,1309,3042,4003,0,2,0,0,2,2,2,2,2,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2849,2893,2938,2968,3030,2945,2979,3020,3037,3071,3082,3106,3138,3292,3449,594,601,591,584,575,577,590,581,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,24,24.8,NaN,NaN,NaN,NaN,20,20,20,20,20,18.7,18.7,18.7,11.2,11.2,11.2,11.2,11.2,11.2,9.8,9.8,0,0,1,0,0,0.3292723081988805,0,0,7.3
KS,Elk,20,049,08,0,1,1,1,1,1,1,1,1,1,0,0,1,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854,4975,3876,6137,5623,0,2,2,0,2,2,2,2,2,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2508,2498,2547,2605,2694,2655,2720,2811,2882,3001,3047,3040,3077,3075,3261,718,740,738,734,719,718,710,700,NA,NA,NA,NA,NA,NA,NA,26,23.2,26,26,26,26,13.1,NaN,NaN,NaN,NaN,17.4,16.2,16.2,16.2,14.9,14.9,16.2,14.9,6.1,5.1,4,2.8,2.8,1.7,0.6,1.7,1,1,1,0.4003202562049639,0.3838771593090211,0.3469812630117973,9,10.7,7.3
KS,Ellis,20,051,05,0,66,66,70,66,65,65,72,67,69,66,47,41,22,24,0,0,0,7,7,5,7,6,9,3,1,1,4,3,3,2,2,4,1,1,1,4060,4619,4911,4767,6430,0,2,2,2,3,5,5,5,5,9,9,5,4,8,1,1,1,0,1,2,2,0,1,1,0,1,1,1,0.9,1,1,0,1,1.5,2.5,0,1,1,0,1,1,1,28710,28689,28893,29029,29013,29061,29053,28742,28452,27739,27801,27464,26926,26767,27507,4261,4199,4123,4002,3952,3905,3854,3829,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,24.8,NaN,NaN,NaN,NaN,17.4,18.7,20,18.7,17.4,18.7,16.2,18.7,18.9,18.9,18.9,18.9,18.9,18.7,18.7,18.7,21,17,18,0.7319878699152985,0.5856212752764477,0.6326444538169549,16.9,21.9,19.1
KS,Ellsworth,20,053,07,0,4,4,3,3,3,3,3,3,4,5,2,5,4,7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7781,7414,8471,6115,9229,0,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6196,6330,6328,6343,6392,6398,6494,6483,6497,6179,6250,6310,6332,6343,6525,1294,1280,1252,1244,1250,1225,1236,1228,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,16.4,NaN,NaN,NaN,NaN,20,20,20,18.7,20,20,20,20,12.8,11.2,12.8,11.2,11.2,11.2,9.8,9.8,2,2,2,0.315955766192733,0.31530821377896895,0.3078343851008158,7.3,7.3,7.3
KS,Finney,20,055,05,0,44,38,37,38,40,44,38,39,36,39,33,28,13,11,2,2,2,9,8,5,2,2,3,3,3,3,2,3,1,1,0,1,1,1,1,5607,5129,4959,4776,5474,0,0,0,0,0,0,0,0,0,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,2,1,1,2,2,0,1.6,36611,37084,36722,37118,37184,37098,37200,37083,36776,42074,40998,38295,39097,38988,40523,3938,3764,3619,3509,3404,3306,3182,3089,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,18.7,17.4,17.4,14.9,16.2,17.4,16.2,17.4,19.9,19.9,19.9,19.8,19.8,19.8,19.6,19.6,16,16,12,0.43145291770035593,0.43105770785063846,0.3262997607135088,10.7,10.7,7.3
KS,Ford,20,057,05,0,28,31,31,33,28,32,38,41,49,42,42,28,21,18,1,1,1,8,11,11,1,3,6,3,3,3,2,3,2,0,0,0,1,1,1,3330,5104,5784,5505,6635,0,3,3,3,3,3,3,3,3,5,4,4,4,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,33888,34381,33971,34536,34795,34819,34752,34568,33848,33692,33293,33340,33783,33751,32458,3775,3729,3716,3623,3532,3391,3373,3377,NA,NA,NA,NA,NA,NA,NA,25.6,26,26,26,26,24,26,NaN,NaN,NaN,NaN,18.7,18.7,18.7,17.4,18.7,16.2,18.7,17.4,19.8,19.8,19.8,19.6,19.6,19.6,19.6,19.6,14,20,22,0.40720165207527415,0.5791058605513087,0.6499645473883243,16.9,10.7,19.1
KS,Franklin,20,059,06,0,17,19,21,17,16,17,15,15,18,16,10,15,10,15,0,1,1,10,11,8,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,4555,3708,3401,4527,4276,0,3,3,2,1,1,1,1,1,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25631,25733,25560,25609,25611,25740,25906,25931,25992,26441,26562,26479,26513,26247,24784,4208,4113,4086,3946,3915,3840,3709,3673,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,20,18.7,17.4,18.7,17.4,20,18.7,18.7,18.7,17.8,17.8,17.8,16.1,16.1,11,12,10,0.4274666770294952,0.4685852629934788,0.38473376423514927,12.6,10.7,9
KS,Geary,20,061,04,0,20,24,24,25,21,30,31,27,17,22,15,18,7,13,0,0,0,6,6,7,3,3,3,1,3,4,2,2,2,0,0,0,1,1,2,3439,3631,3964,3465,4061,0,1,1,1,1,1,1,1,1,5,6,7,6,6,1,2,2,3,4,2,3,0,2,2,1,1,2,2,1,3,5,5,4,2,4,0,2,2,2,1.25,4,4,32594,33855,35586,37030,36713,37384,38013,35323,34362,31751,31171,25150,24174,24585,27947,2786,2923,2891,2791,2730,2692,2633,2628,NA,NA,NA,NA,NA,NA,NA,24,23.2,24,24,23.2,20.5,17.5,NaN,NaN,NaN,NaN,20,20,20,18.7,17.4,18.7,17.4,18.7,20.1,20.1,20.1,20.1,20.1,20.1,19.9,19.9,12,14,16,0.35445281346920693,0.3780718336483932,0.465630638496013,9,9,12.6
KS,Gove,20,063,09,0,4,4,5,5,5,5,6,5,6,3,3,2,2,4,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9989,8207,10582,9210,10562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612,2631,2589,2640,2727,2769,2729,2697,2695,2480,2548,2637,2721,2763,3068,638,611,620,634,633,644,639,647,NA,NA,NA,NA,NA,NA,NA,26,26,26,22.4,20.5,26,26,NaN,NaN,NaN,NaN,21,20,21,20,20,20,20,20,6.1,7,7,8,7,7,7,6.1,4,5,5,1.5203344735841886,1.8939393939393938,1.855287569573284,28.7,28.7,28.7
KS,Graham,20,065,09,0,1,1,1,1,2,2,2,2,3,3,2,3,2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5324,6183,11235,8435,12751,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,2495,2564,2591,2566,2593,2578,2641,2597,2435,2592,2607,2677,2721,2946,661,641,644,651,663,671,664,666,NA,NA,NA,NA,NA,NA,NA,26,25.6,26,25.6,17.5,16.4,25.6,NaN,NaN,NaN,NaN,18.7,18.7,18.7,20,18.7,20,20,18.7,5.1,5.1,4,5.1,5.1,6.1,6.1,4,1,1,1,0.4008016032064128,0.3859513701273639,0.3850596842510589,9,10.7,9
KS,Grant,20,067,07,0,5,4,5,5,3,4,3,3,4,4,4,4,3,2,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6260,5745,4829,4316,5049,0,1,1,0,1,1,1,1,1,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7336,7526,7646,7733,7816,7950,7923,7964,7829,7353,7395,7497,7552,7530,7909,1001,936,912,873,852,840,832,820,NA,NA,NA,NA,NA,NA,NA,26,26,25.6,25.6,26,26,24,NaN,NaN,NaN,NaN,18.7,20,20,20,20,20,20,20,19.6,19.6,19.6,19.6,19.4,19.4,19.1,18.9,2,2,2,0.26574541589157585,0.258631837579206,0.2554604674926555,5.7,5.7,5.7
KS,Gray,20,069,09,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,1876,4184,3736,2989,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6033,5958,6034,6133,6082,6009,6030,6113,6006,6005,5688,5641,5852,5861,5904,903,921,904,875,848,821,748,761,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,21.9,21,21,21,21,21,21,21,19.1,19.1,18.9,18.7,18.7,18.7,17.8,17.8,1,1,1,0.16784155756965424,0.16305233980107614,0.1665001665001665,2.8,2.8,2.8
KS,Greeley,20,071,09,0,0,0,1,1,2,2,2,2,2,1,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7409,5084,4121,6837,4739,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,1249,1296,1330,1301,1290,1298,1258,1247,1234,1266,1297,1331,1349,1534,263,274,277,272,278,267,261,261,NA,NA,NA,NA,NA,NA,NA,26,20.5,20.5,19.5,20.5,22.4,26,NaN,NaN,NaN,NaN,20,20,20,20,21,21,20,20,9.8,9.8,9.8,8.9,9.8,9.8,8.9,8.9,0,1,1,0,0.7518796992481203,0.8019246190858058,23.1,0,24.3
KS,Greenwood,20,073,06,0,2,2,2,2,1,1,2,3,2,4,3,3,3,6,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3954,6745,6931,6543,6573,0,1,1,1,1,1,2,2,2,3,3,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,6055,6123,6151,6244,6328,6424,6454,6644,6689,6666,6861,6993,7067,7338,7673,1508,1497,1491,1492,1470,1466,1478,1485,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,24,19.5,22.4,NaN,NaN,NaN,NaN,17.4,17.4,17.4,16.2,17.4,17.4,16.2,16.2,8,8,8,8,7,7,6.1,6.1,1,2,2,0.16331863465621427,0.3203074951953876,0.2989983555090447,7.3,2.8,5.7
KS,Hamilton,20,075,09,0,1,1,1,1,1,1,1,1,2,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1867,4041,3531,7022,7280,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,2640,2536,2474,2603,2609,2639,2666,2690,2625,2631,2632,2594,2604,2670,371,317,308,311,324,337,365,366,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,24.8,26,NaN,NaN,NaN,NaN,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.9,18.9,19.1,19.1,19.4,19.1,19.1,18.7,0,0,0,0,0,0,0,0,0
KS,Harper,20,077,08,0,4,4,4,4,5,5,5,5,9,8,8,6,6,8,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,5445,8112,8559,10095,10769,0,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.5,5506,5590,5685,5817,5818,5860,5911,5993,6034,5667,5857,5819,5952,6081,6536,1238,1252,1262,1265,1266,1260,1298,1307,NA,NA,NA,NA,NA,NA,NA,24,24,23.2,25.6,25.6,26,26,NaN,NaN,NaN,NaN,17.4,17.4,18.7,18.7,17.4,18.7,17.4,17.4,8.9,8.9,8.9,8.9,8.9,8.9,8,8,1,1,2,0.17889087656529518,0.17190991920233797,0.3314550878355983,2.8,2.8,7.3
KS,Harvey,20,079,02,0,49,52,53,55,59,60,58,60,63,64,77,70,53,49,0,0,0,17,19,16,4,3,4,5,4,5,3,3,5,2,4,4,2,2,2,2199,2346,2532,2570,2821,0,0,0,0,0,0,0,0,0,4,4,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2.5,1,1,0,0,0,0,0,0,34210,34544,34913,35073,34820,34741,34852,34846,34684,34247,33675,33493,33643,33843,32869,6574,6505,6378,6247,6155,6079,6041,5943,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,21,20,21,18.7,20,18.7,18.7,20,14.4,14.4,14.4,14.4,14.4,12.8,12.8,11.2,29,29,30,0.8395090319592404,0.8268468622587175,0.864952139314958,24.3,24.3,25.3
KS,Haskell,20,081,09,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5973,5380,9198,9091,6954,0,2,0,0,2,2,2,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,4053,4006,4064,4106,4141,4256,4285,4256,4006,3919,4032,4171,4232,4307,588,519,501,495,484,455,482,456,NA,NA,NA,NA,NA,NA,NA,20.5,18.5,18.5,20.5,24,18.5,26,NaN,NaN,NaN,NaN,20,20,20,20,20,20,20,20,19.6,19.4,19.6,19.4,19.1,19.1,19.1,18.7,2,1,1,0.4934616333580064,0.24606299212598426,0.2349624060150376,4.1,12.6,4.1
KS,Hodgeman,20,083,09,0,3,3,3,1,1,1,1,1,1,2,0,1,1,1,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,7773,6288,4878,3862,4084,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,1842,1870,1893,1916,1950,1963,1966,1916,1906,1948,1971,2071,2110,2085,418,455,456,445,436,431,407,396,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,25.6,25.6,24,NaN,NaN,NaN,NaN,20,21,21,21,21,21,20,20,9.8,9.8,8.9,8,7,6.1,6.1,8,3,3,1,1.6286644951140063,1.5847860538827259,0.5219206680584552,28.7,28.7,14.8
KS,Jackson,20,085,03,0,12,12,11,11,11,11,11,13,8,6,5,3,4,3,0,0,1,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4934,4628,4514,5314,4436,0,3,4,3,3,3,3,3,3,5,5,5,5,4,0,0,1,2,2,2,2,0,0,1,1,1,1,1,0,0,1,2,2,2,3,0,0,0.2,0.2,0.2,0.2,0.2,13280,13318,13291,13338,13539,13366,13449,13433,13462,13412,13240,13420,13500,13535,12657,2474,2448,2413,2325,2295,2231,2113,2073,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,25.6,NaN,NaN,NaN,NaN,20,21,20,20,20,21,20,20,17.8,17.8,16.1,14.4,14.4,12.8,12.8,12.8,10,9,9,0.7508634930169695,0.6747638326585695,0.6685485069083346,20.7,23.1,20.7
KS,Jefferson,20,087,03,0,8,8,11,12,10,13,13,13,8,6,8,4,5,4,1,1,1,2,3,6,1,1,2,0,0,0,1,1,1,0,0,0,1,1,1,3792,3016,3668,3614,3789,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,18975,18998,18897,18930,18855,18813,18945,18941,19126,18207,18421,18467,18848,19106,18426,3437,3421,3352,3250,3187,3134,2999,2952,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,24,NaN,NaN,NaN,NaN,21,21,21,21,20,20,21,21,17.8,17.8,16.1,16.1,14.4,14.4,12.8,12.8,4,5,9,0.21054847878724076,0.26413100898045433,0.47056363065983475,5.7,4.1,12.6
KS,Jewell,20,089,09,0,0,0,0,0,0,0,0,1,2,1,1,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5673,6454,6699,6138,4775,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,2850,2901,2970,3043,3046,3046,3096,3077,3059,3142,3198,3324,3352,3791,842,835,844,832,849,831,858,863,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,25.6,26,20.5,NaN,NaN,NaN,NaN,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,1.7,2.8,2.8,2.8,2.8,1.7,1.7,0.6,0,0,1,0,0,0.32499187520311995,0,0,7.3
KS,Johnson,20,091,01,0,2969,2910,2829,2775,2721,2487,2390,2355,2143,1924,1173,775,298,88,7,7,7,254,245,217,301,306,209,160,156,129,116,115,103,109,108,119,14,13,14,3878,3542,3800,3830,3911,0,0,0,0,0,0,0,0,0,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,597555,591178,584451,580159,574272,566933,559913,552991,544179,542737,534093,526319,516731,506562,451086,83028,79805,76022,72681,69168,65725,62036,59322,26,26,26,26,26,26,26,26,26,26,26,26,26,26,91,83,81,71,22.8,22.8,22.8,21.9,21.9,21.9,21.9,21.9,19.6,19.4,19.4,19.1,19.1,18.9,18.9,18.7,831,822,658,1.4056680052370014,1.416852966169619,1.209160956229476,28.7,28.7,28.6
KS,Kearny,20,093,09,0,5,5,4,5,5,5,3,3,2,3,0,0,1,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3451,8000,5337,2120,7439,0,2,2,2,2,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3943,3960,3917,3956,3915,3923,3968,3987,3977,4169,4159,4148,4469,4516,4531,592,588,572,552,553,554,552,535,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,20,18.7,18.7,20,20,20,18.9,18.9,18.9,18.7,18.7,18.7,17.8,18.7,3,3,3,0.7575757575757576,0.7583417593528817,0.7543374402816193,23.1,23.1,23.1
KS,Kingman,20,095,02,0,0,0,0,0,0,0,0,0,1,4,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6626,5424,6880,4807,7021,0,2,2,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,7310,7360,7467,7687,7698,7844,7863,7853,7858,7571,7719,7826,7975,8165,8673,1612,1691,1676,1663,1641,1632,1573,1570,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,25.6,NaN,NaN,NaN,NaN,18.7,20,20,20,18.7,18.7,20,18.7,11.2,9.8,9.8,9.8,8.9,8.9,8,8.9,0,0,0,0,0,0,0,0,0
KS,Kiowa,20,097,09,0,1,1,1,2,2,1,1,2,2,4,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5599,4628,5877,3867,5913,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2516,2485,2483,2564,2513,2523,2496,2549,2553,2322,2541,2953,2969,2984,3278,526,507,486,474,487,489,491,482,NA,NA,NA,NA,NA,NA,NA,11.9,20.5,26,26,26,26,26,NaN,NaN,NaN,NaN,20,18.7,18.7,18.7,20,18.7,17.4,18.7,12.8,11.2,11.2,11.2,12.8,12.8,9.8,8.9,1,1,1,0.4024144869215292,0.39001560062402496,0.39169604386995693,9,10.7,9
KS,Labette,20,099,07,0,27,24,27,30,30,33,34,40,37,31,28,30,18,23,0,0,4,7,6,8,2,3,1,1,2,3,2,0,3,0,0,0,3,3,3,3703,3541,3968,4149,4601,0,5,5,4,5,5,5,3,3,4,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19964,20145,20444,20803,20960,20916,21284,21511,21607,21776,21871,21973,22203,22169,22835,3826,3875,3845,3793,3731,3669,3653,3587,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,17.4,13.6,14.9,14.9,16.2,16.2,13.6,16.2,16.1,16.1,14.4,14.4,12.8,12.8,12.8,12.8,12,11,15,0.5956813104988831,0.5287698889583233,0.6942194659138242,14.8,16.9,20.7
KS,Lane,20,101,09,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4279,6106,7371,4513,4184,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1560,1559,1636,1670,1687,1720,1704,1749,1750,1742,1743,1746,1797,1894,2155,367,376,387,397,397,379,375,369,NA,NA,NA,NA,NA,NA,NA,13.1,13.1,13.1,4.3,13.1,11.9,26,NaN,NaN,NaN,NaN,20,20,21,20,21,21,21,21,8.9,8.9,8,7,7,7,8,7,0,0,0,0,0,0,0,0,0
KS,Leavenworth,20,103,01,0,49,56,56,60,60,59,62,59,52,52,57,55,27,26,0,0,1,17,18,19,5,5,3,7,6,6,2,6,4,0,0,1,2,2,2,4740,3257,4470,4800,5386,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1.6,4.6,6.6,81352,81095,80204,79315,78797,78185,77739,77176,76227,75227,74276,73603,73628,73113,68691,11348,10794,10365,9969,9579,9235,8780,8426,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,14,15,15,11,21.9,21,20,20,20,20,20,21,19.4,19.4,19.4,19.1,19.1,18.9,18.9,18.9,31,35,32,0.38226771070966153,0.44127844669986765,0.41979875896991875,10.7,9,10.7
KS,Lincoln,20,105,09,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8462,7166,7316,7685,8561,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023,3043,3073,3105,3167,3147,3174,3215,3241,3123,3261,3285,3396,3411,3578,725,682,671,656,651,640,639,659,NA,NA,NA,NA,NA,NA,NA,24,18.5,18.5,17.5,18.5,23.2,23.2,NaN,NaN,NaN,NaN,20,18.7,18.7,18.7,18.7,18.7,18.7,18.7,9.8,11.2,9.8,9.8,9.8,8.9,8,7,0,0,0,0,0,0,0,0,0
KS,Linn,20,107,01,0,2,2,2,2,2,1,2,2,3,2,5,1,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,4959,4914,4112,3800,0,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9750,9726,9558,9536,9502,9516,9441,9612,9656,9335,9616,9767,9962,9914,9570,2149,2009,2004,1982,1934,1904,1886,1867,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,23.2,NaN,NaN,NaN,NaN,17.4,16.2,18.7,17.4,17.4,17.4,17.4,17.4,11.2,11.2,9.8,9.8,9.8,8.9,8.9,8,2,1,2,0.20563438206868187,0.10486577181208054,0.20712510356255176,1.5,4.1,4.1
KS,Logan,20,109,09,0,0,1,1,1,2,2,1,2,0,1,1,2,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7909,8493,6258,4761,6469,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,2821,2831,2825,2794,2798,2784,2783,2756,2549,2593,2628,2675,2794,3046,576,561,552,550,554,561,573,572,NA,NA,NA,NA,NA,NA,NA,20.5,26,26,26,26,26,26,NaN,NaN,NaN,NaN,21,21,21,21,20,20,20,20,9.8,9.8,9.8,11.2,11.2,11.2,11.2,9.8,0,1,2,0,0.35398230088495575,0.725689404934688,9,0,21.9
