stateabb,countyname,statefips,countyfips,ruralcode,persistentpov,active_md_nf17,active_md_nf16,active_md_nf15,active_md_nf14,active_md_nf13,active_md_nf12,active_md_nf11,active_md_nf10,active_md_nf05,active_md_nf00,active_md_nf90,active_md_nf80,active_md_nf70,active_md_nf60,genprac17,genprac15,genprac10,dfammed17,dfammed15,dfammed10,intmed17,intmed15,intmed10,ped17,ped15,ped10,obgyn17,obgyn15,obgyn10,psych_pc17,psych_pc15,psych_pc10,tothosp17,tothosp15,tothosp10,prev_stays16,prev_stays15,prev_stays14,prev_stays13,prev_stays12,rurclin18,rurclin17,rurclin16,rurclin15,rurclin14,rurclin13,rurclin12,rurclin11,rurclin10,nhsc_sites19,nhsc_sites18,nhsc_sites17,nhsc_sites16,nhsc_sites15,nhsc_wpc19,nhsc_wpc18,nhsc_wpc17,nhsc_wpc16,nhsc_wpc15,nhsc_wpc14,nhsc_wpc13,nhsc_wmh19,nhsc_wmh18,nhsc_wmh17,nhsc_wmh16,nhsc_wmh15,nhsc_wmh14,nhsc_wmh13,nhsc_pcp19,nhsc_pcp18,nhsc_pcp17,nhsc_pcp16,nhsc_pcp15,nhsc_pcp14,nhsc_pcp13,nhsc_mhp19,nhsc_mhp18,nhsc_mhp17,nhsc_mhp16,nhsc_mhp15,nhsc_mhp14,nhsc_mhp13,popest18,popest17,popest16,popest15,popest14,popest13,popest12,popest11,popest10,popest09,popest08,popest07,popest06,popest05,popest00,pop6517,pop6516,pop6515,pop6514,pop6513,pop6512,pop6511,pop6510,infmort1317,infmort1216,infmort1115,infmort1014,infmort0913,infmort0812,infmort0711,infmort0610,infmort0509,infmort0408,infmort0307,infmort0206,infmort0105,infmort9600,sui1517,sui1416,sui1315,sui0810,povperc17,povperc16,povperc15,povperc14,povperc13,povperc12,povperc11,povperc10,pop65perc10,pop65perc11,pop65perc12,pop65perc13,pop65perc14,pop65perc15,pop65perc16,pop65perc17,pcp17,pcp15,pcp10,pcpratio17,pcpratio15,pcpratio10,pcp15weight,pcp17weight,pcp10weight
IA,Washington,19,183,03,0,20,19,15,15,16,17,14,15,16,12,9,14,9,13,0,0,1,10,10,9,2,2,2,0,0,0,2,2,1,1,0,0,1,1,1,3030,2485,2900,3648,3749,0,3,4,3,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22141,22281,22281,22247,22070,22015,21914,21855,21704,21258,21343,21346,21529,21457,20670,4178,4218,4160,4079,4017,3870,3816,3758,NA,NA,NA,NA,NA,NA,NA,26,26,26,25.6,25.6,25.6,25.6,NaN,NaN,NaN,NaN,21,21,20,20,21,21,20,21,14.4,14.4,14.4,12.8,12.8,12.8,12.8,12.8,14,14,12,0.6283380458686774,0.6292983323594192,0.5528934758569849,19.1,19.1,16.9
IA,Wayne,19,185,09,0,4,4,4,4,4,3,3,4,3,3,2,4,2,6,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3013,4178,5696,5334,4680,0,4,5,5,5,5,5,2,2,2,2,2,3,3,1,1,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,1.8,0,0,0,0,0,0,0,6401,6476,6452,6385,6395,6402,6344,6309,6403,6283,6253,6292,6542,6601,6730,1384,1382,1414,1429,1440,1436,1404,1418,NA,NA,NA,NA,NA,NA,NA,24.8,20.5,26,26,26,20.5,26,NaN,NaN,NaN,NaN,16.2,16.2,16.2,16.2,17.4,16.2,16.2,16.2,8,8,8,8,8,8,8.9,8.9,3,3,3,0.46324891908585547,0.46985121378230227,0.46853037638606904,12.6,12.6,12.6
IA,Webster,19,187,05,0,39,44,42,43,43,44,46,53,57,64,50,50,55,54,1,1,1,4,5,9,5,3,5,3,2,2,3,3,3,1,2,1,1,1,1,3143,3414,3866,4649,4986,0,4,4,4,1,1,1,1,1,7,7,6,7,6,2,1,1,1,1,2,1,1,2,1,0,1,2,2,1.8,1,2,2,1,2.48,3,1,2,1,0,1,2.4,2.4,36277,36605,36769,37071,36955,37044,37273,37660,38013,38346,38517,38587,38960,39003,40235,6609,6528,6440,6371,6353,6358,6277,6337,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,17.4,17.4,17.4,16.2,17.4,17.4,17.4,16.2,16.1,16.1,14.4,14.4,14.4,14.4,14.4,12.8,15,13,19,0.4097800846878842,0.35067842788163256,0.49982900586641416,9,10.7,12.6
IA,Winnebago,19,189,07,0,4,4,5,4,5,4,4,4,5,3,4,3,7,10,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2086,3569,3665,3076,4075,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10518,10587,10631,10609,10559,10554,10600,10789,10866,10602,10901,10961,11216,11351,11723,2182,2197,2164,2157,2135,2135,2093,2093,NA,NA,NA,NA,NA,NA,NA,24.8,24.8,23.2,22.4,25.6,26,26,NaN,NaN,NaN,NaN,21,20,20,20,20,20,20,20,11.2,11.2,9.8,9.8,9.8,9.8,9.8,9.8,3,3,3,0.2833663927458204,0.2827787727401263,0.27609055770292656,5.7,5.7,5.7
IA,Winneshiek,19,191,07,0,29,31,32,32,31,31,27,28,26,22,15,19,12,10,0,0,0,16,16,14,0,0,2,0,0,0,0,0,0,2,2,2,1,1,1,2950,1919,2073,3520,3319,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,20029,20201,20561,20709,20768,20994,21061,21024,21056,20629,20913,20909,21263,21234,21310,4043,3940,3863,3767,3711,3640,3574,3547,NA,NA,NA,NA,NA,NA,NA,26,25.6,26,26,26,26,26,NaN,NaN,NaN,NaN,21,21,21,21,20,21,20,21,16.1,16.1,14.4,14.4,12.8,12.8,11.2,9.8,16,16,16,0.7920399980199,0.7726109421024675,0.7598784194528875,23.1,23.1,23.1
IA,Woodbury,19,193,03,0,154,155,162,166,160,158,168,166,167,219,177,160,106,124,0,0,0,47,55,49,6,6,6,8,6,7,5,5,6,3,2,3,2,2,2,4079,3393,3770,4000,4482,0,4,4,4,4,4,4,4,4,7,4,5,5,5,1,1,1,1,1,1,1,2,0,0,2,2,4,3,5,5,1,1,1,1,2,6,0,0,3,2,5,5,102539,102429,102779,102782,102271,102130,102323,102509,102172,102831,102559,102287,102972,102605,103877,15095,14579,14335,14114,13777,13488,13190,13125,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,13,12,12,12,18.7,18.7,18.7,17.4,16.2,16.2,16.2,17.4,19.1,19.1,18.9,18.9,18.9,18.9,18.7,18.7,66,72,68,0.644348768415195,0.7005117627600164,0.6655443761500216,21.9,19.1,20.7
IA,Worth,19,195,09,0,1,1,1,1,1,1,0,1,3,2,2,2,4,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,3877,3269,4344,5037,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7453,7469,7572,7569,7624,7541,7519,7544,7598,7541,7661,7685,7698,7768,7909,1474,1540,1524,1511,1472,1434,1359,1390,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,20.5,NaN,NaN,NaN,NaN,21,21,20,20,20,20,20,20,12.8,12.8,11.2,11.2,11.2,9.8,9.8,11.2,1,1,1,0.13388673182487615,0.1321178491214163,0.13161358252171623,1.5,1.5,1.5
IA,Wright,19,197,07,0,4,7,6,6,7,7,8,10,7,11,9,10,11,18,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2907,3439,3898,4694,6333,0,4,4,4,4,4,3,3,3,3,3,2,3,5,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,2,2,3,2,0,0.4,0.4,12690,12784,12779,12773,12840,12972,12991,13068,13229,12716,12903,13064,13419,13647,14334,2857,2820,2770,2740,2762,2749,2749,2769,NA,NA,NA,NA,NA,NA,NA,26,25.6,24.8,24,25.6,25.6,26,NaN,NaN,NaN,NaN,21,18.7,18.7,20,20,20,20,20,9.8,8.9,8.9,8.9,8.9,8.9,8,8,4,5,6,0.31289111389236546,0.39145071635481093,0.4535490210900295,9,7.3,12.6
KS,Allen,20,001,07,0,6,5,5,3,3,4,4,4,4,4,10,11,9,13,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6372,6124,4954,5972,5842,0,2,2,3,3,4,4,4,4,5,5,4,3,3,1,1,1,1,1,0,0,1,2,0,0,0,0,0,2,1,1,2,1,0,0,0.6,0.5,0,0,0,0,0,12444,12519,12714,12717,12909,13124,13319,13331,13371,13203,13319,13414,13677,13787,14385,2534,2543,2484,2448,2439,2433,2422,2445,NA,NA,NA,NA,NA,NA,NA,24.8,22.4,20.5,20.5,24.8,24.8,26,NaN,NaN,NaN,NaN,16.2,17.4,14.9,14.9,16.2,14.9,14.9,14.9,12.8,12.8,12.8,12.8,12.8,11.2,9.8,9.8,6,5,3,0.47927150730889045,0.39317449083903433,0.2243661655822302,9,12.6,4.1
KS,Anderson,20,003,06,0,5,5,4,4,4,4,4,3,4,5,7,5,5,7,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3745,5488,4401,3317,3538,0,2,2,2,1,1,1,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7878,7833,7827,7808,7883,7897,7917,8070,8102,7872,7984,7908,8051,8182,8110,1692,1675,1666,1627,1617,1597,1615,1633,NA,NA,NA,NA,NA,NA,NA,26,26,24.8,24.8,24.8,26,26,NaN,NaN,NaN,NaN,18.7,18.7,18.7,17.4,17.4,17.4,17.4,17.4,9.8,9.8,9.8,9.8,9.8,8.9,8.9,8.9,3,3,2,0.38299502106472616,0.38422131147540983,0.24685262898049865,9,9,4.1
KS,Atchison,20,005,06,0,14,12,11,13,13,14,16,16,16,19,17,15,14,16,0,0,0,6,5,8,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6492,5237,4627,5723,4706,0,1,1,1,2,2,2,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,16193,16332,16380,16398,16513,16749,16813,16793,16924,16411,16481,16571,16745,16804,16774,2747,2690,2691,2687,2670,2659,2578,2601,NA,NA,NA,NA,NA,NA,NA,26,25.6,24,24.8,25.6,25.6,25.6,NaN,NaN,NaN,NaN,17.4,17.4,16.2,16.2,16.2,16.2,16.2,17.4,17.8,17.8,17.8,17.8,16.1,16.1,16.1,16.1,9,6,9,0.5510653930933137,0.3658982802780827,0.5317891751359017,9,16.9,14.8
KS,Barber,20,007,09,0,1,1,1,1,1,1,1,1,2,1,2,4,5,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5899,6258,5551,8760,8033,0,2,0,0,2,3,3,3,3,5,5,5,5,6,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,2.25,1.25,1.25,0,0,0,0,0,0,0,0,0,4472,4586,4688,4823,4897,4947,4861,4888,4861,4593,4674,4786,4974,4958,5307,1015,1007,972,995,1003,1009,972,991,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,24.8,26,NaN,NaN,NaN,NaN,18.7,20,20,18.7,18.7,20,20,18.7,9.8,11.2,9.8,9.8,9.8,9.8,8.9,8,1,1,1,0.2180549498473615,0.2073398299813394,0.20571898786257972,4.1,4.1,4.1
KS,Barton,20,009,07,0,23,26,28,30,29,30,28,27,33,42,34,35,28,25,1,1,2,7,8,6,3,4,5,3,3,2,2,3,2,1,1,1,3,3,3,4126,4153,4022,4520,5040,0,6,6,5,5,6,7,7,7,6,4,5,4,6,0,1,1,1,2,2,2,0,0,0,0,2,2,0,0,1,1,1,3,3,4,0,0,0,0,2,2,0,26111,26476,26775,27103,27385,27509,27557,27841,27674,27464,27703,27768,27511,28105,28205,4951,4804,4783,4742,4689,4614,4694,4688,NA,NA,NA,NA,NA,NA,NA,26,24.8,24,20.5,20.5,20.5,26,NaN,NaN,NaN,NaN,17.4,18.7,17.4,16.2,17.4,17.4,17.4,18.7,16.1,16.1,16.1,14.4,14.4,14.4,14.4,12.8,15,18,15,0.566550838495241,0.6641331217946352,0.5420250054202501,20.7,16.9,14.8
KS,Bourbon,20,011,06,0,16,16,12,12,12,13,13,14,15,21,24,24,16,16,0,0,0,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5649,5096,5287,5970,4997,0,0,0,0,0,0,1,0,0,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,14653,14754,14617,14712,14772,14852,14897,14985,15173,14884,14851,14803,14950,14997,15379,2843,2733,2734,2734,2690,2651,2608,2628,NA,NA,NA,NA,NA,NA,NA,26,25.6,24.8,25.6,24.8,25.6,24.8,NaN,NaN,NaN,NaN,14.9,16.2,14.9,14.9,14.9,13.6,13.6,17.4,14.4,14.4,14.4,12.8,12.8,12.8,12.8,11.2,7,7,8,0.47444760742849396,0.4758020663404024,0.5272523561589666,12.6,12.6,14.8
KS,Brown,20,013,06,0,12,14,13,13,12,13,13,13,13,14,7,6,7,10,0,0,0,9,9,9,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2592,2832,2995,3992,6392,0,2,2,2,2,2,3,4,4,5,4,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9598,9641,9684,9776,9815,9997,9881,10010,9984,9927,10009,10068,10236,10239,10724,1907,1932,1891,1864,1888,1844,1832,1829,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,20.5,NaN,NaN,NaN,NaN,17.4,18.7,17.4,16.2,17.4,16.2,16.2,14.9,12.8,12.8,12.8,12.8,12.8,11.2,11.2,11.2,9,10,10,0.9335131210455347,1.0229132569558101,1.001602564102564,27.2,25.9,27.2
KS,Butler,20,015,02,0,92,90,96,89,90,81,81,77,60,51,26,25,17,23,0,0,1,27,34,19,12,13,12,3,4,3,1,2,4,4,2,1,2,2,2,4036,3585,3330,4156,4312,0,2,2,2,2,3,3,3,3,1,1,1,3,4,0,0,1,1,1,1,1,0,0,0,0,1,2,2,0,0,0.63,0.63,0.55,0.35,0.35,0,0,0,0,1,2,2,66765,66878,67025,66741,66227,65803,65827,65817,65880,64084,63562,63045,63147,62354,59482,9807,9819,9558,9284,9045,8776,8358,8327,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,16,14,13,NaN,20,21,20,20,20,21,20,21,19.1,19.1,18.9,18.9,18.7,18.7,18.7,18.7,43,53,38,0.6429618110589431,0.7941145622630766,0.5768063145112325,23.1,19.1,16.9
KS,Chase,20,017,09,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3061,4076,4428,4411,4996,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2683,2669,2679,2692,2700,2757,2817,2790,2798,2804,2882,3070,3081,3030,666,636,630,622,608,602,596,591,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,18.7,18.7,20,18.7,18.7,18.7,8.9,8.9,8.9,8,7,7,7,6.1,0,0,0,0,0,0,0,0,0
KS,Chautauqua,20,019,08,0,0,0,0,0,0,0,0,0,1,3,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4099,1947,5150,5128,6102,0,2,0,0,2,2,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,3363,3374,3402,3481,3552,3571,3584,3669,3745,3768,3806,3953,4109,4359,875,860,871,899,919,887,854,896,NA,NA,NA,NA,NA,NA,NA,14.2,19.5,24.8,26,26,26,17.5,NaN,NaN,NaN,NaN,16.2,16.2,16.2,16.2,17.4,16.2,14.9,17.4,6.1,7,6.1,5.1,5.1,5.1,5.1,4,0,0,0,0,0,0,0,0,0
KS,Cherokee,20,021,06,0,8,6,7,8,8,7,7,8,7,7,5,7,6,11,0,0,0,3,2,4,0,1,1,0,0,0,1,1,0,0,0,0,2,2,1,3529,3736,4819,4732,5278,0,1,2,2,1,1,2,2,2,3,3,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,20015,20115,20246,20533,20787,20978,21226,21385,21603,21064,21082,21337,21451,21555,22605,3788,3747,3705,3673,3624,3550,3452,3448,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,17.4,17.4,16.2,16.2,14.9,14.9,16.2,13.6,17.8,16.1,16.1,14.4,14.4,12.8,12.8,12.8,4,4,5,0.1988565746955009,0.19480835727852724,0.2314493357404064,2.8,2.8,4.1
KS,Cheyenne,20,023,09,0,1,2,2,3,3,3,2,2,1,2,2,2,3,6,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4117,5161,6401,8756,9972,0,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,2683,2661,2679,2693,2694,2678,2718,2726,2700,2742,2801,2911,2946,3165,703,698,728,714,702,693,725,717,NA,NA,NA,NA,NA,NA,NA,25.6,25.6,24.8,24.8,16.4,17.5,26,NaN,NaN,NaN,NaN,18.7,20,18.7,20,18.7,20,18.7,18.7,4,4,5.1,4,4,2.8,4,4,1,2,2,0.37271710771524413,0.7465472191116088,0.7336757153338225,21.9,9,21.9
KS,Clark,20,025,09,0,3,1,1,0,2,2,2,3,2,3,2,3,3,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2737,9553,6465,8914,9336,0,2,0,2,2,2,2,2,2,4,2,2,2,2,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.5,0.5,2,1,1,0,0,0,0,0,0,0,2005,2004,2072,2096,2144,2193,2181,2143,2215,2081,2108,2094,2206,2283,2390,438,447,442,447,477,473,489,487,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,20,18.7,18.7,18.7,18.7,20,8.9,8,8.9,8.9,9.8,8.9,8.9,8.9,2,0,3,0.998003992015968,0,1.3544018058690745,0,26.6,28.7
KS,Clay,20,027,06,0,12,12,12,12,12,12,12,12,9,8,8,9,7,8,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4227,3951,3951,5465,4717,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,7997,7958,8143,8347,8317,8406,8531,8573,8535,8704,8859,8685,8625,8629,8822,1798,1819,1827,1821,1806,1790,1780,1744,NA,NA,NA,NA,NA,NA,NA,22.4,22.4,26,26,26,26,25.6,NaN,NaN,NaN,NaN,20,20,20,20,20,20,18.7,20,9.8,9.8,9.8,8.9,8.9,8.9,8,8,11,11,11,1.3822568484543856,1.317838744459087,1.2888107791446983,28.7,28.7,28.7
KS,Cloud,20,029,07,0,4,6,6,6,4,5,5,5,9,15,12,15,20,20,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5566,6540,4952,3660,3111,0,2,2,1,1,1,2,2,2,3,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,2,0,0,0,0,0,0.5,0.5,8729,8991,9150,9219,9385,9292,9397,9365,9533,9263,9453,9382,9594,9759,10268,1890,1964,1959,1978,1944,1934,1912,1948,NA,NA,NA,NA,NA,NA,NA,20.5,20.5,15.3,22.4,24.8,20.5,26,NaN,NaN,NaN,NaN,18.7,18.7,18.7,18.7,17.4,17.4,18.7,17.4,9.8,9.8,9.8,9.8,8.9,8.9,8.9,8.9,2,2,1,0.22244466688911135,0.21694326933506888,0.1048987726843596,4.1,4.1,1.5
KS,Coffey,20,031,06,0,8,8,9,9,9,7,6,5,5,6,4,2,2,4,0,0,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4182,5173,5199,5865,7980,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8233,8224,8433,8384,8433,8412,8502,8533,8601,8436,8409,8454,8701,8683,8865,1716,1711,1660,1631,1578,1569,1496,1483,NA,NA,NA,NA,NA,NA,NA,25.6,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,21,20,20,20,20,21,14.4,14.4,12.8,12.8,11.2,11.2,9.8,9.8,7,8,3,0.85116731517509725,0.9541984732824427,0.34879665155214507,26.6,25.3,7.3
KS,Comanche,20,033,09,0,2,2,2,2,1,1,1,1,1,1,1,2,1,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6095,4714,5825,3190,4320,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,1790,1862,1843,1954,1955,1913,1884,1891,1873,1950,1888,1884,1935,1967,448,456,456,448,453,453,451,455,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,20,20,20,20,20,20,6.1,7,7,7,8,6.1,6.1,5.1,2,2,1,1.1173184357541899,1.0851871947911014,0.5288207297726071,27.7,28,14.8
KS,Cowley,20,035,04,0,24,24,26,24,22,22,22,24,30,33,37,38,30,40,0,0,0,10,12,12,5,5,5,2,2,0,3,3,2,0,0,0,2,2,2,3673,4045,4298,4099,4031,0,6,6,5,5,4,4,4,4,4,3,5,5,3,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0.03,0.65,0.65,1,1,0,0,0,1.5,1.5,35218,35361,35753,35788,35963,36204,36288,36272,36311,33634,34065,34251,34931,35298,36291,6300,6231,6162,6123,6027,5888,5826,5726,NA,NA,NA,NA,NA,NA,NA,24,24.8,24.8,24.8,26,24.8,26,NaN,NaN,NaN,NaN,16.2,18.7,17.4,17.4,14.9,14.9,14.9,16.2,17.8,16.1,16.1,16.1,14.4,14.4,14.4,14.4,20,22,19,0.5655948643986313,0.6147311948139041,0.5232574151083693,19.1,16.9,14.8
KS,Crawford,20,037,04,0,47,45,44,43,44,44,44,43,48,38,28,31,23,35,0,0,0,17,15,11,4,5,5,4,3,3,2,3,2,0,0,0,2,2,2,4384,4811,4766,6607,7434,0,4,4,4,4,4,4,4,4,7,4,4,4,5,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,3,3,2,1,1.5,1.5,2,1,1,1,1,39019,39034,39164,39217,39290,39278,39361,39220,39134,38869,38868,38860,38059,38222,38242,6000,5911,5858,5797,5687,5557,5496,5463,NA,NA,NA,NA,NA,NA,NA,26,26,24.8,24.8,26,26,26,NaN,NaN,NaN,NaN,14.9,12.2,14.9,13.6,12.2,12.2,12.2,14.9,18.9,18.7,18.7,18.7,18.7,18.7,17.8,17.8,27,26,21,0.6917046677255726,0.6629777902440268,0.5366177748249604,20.7,20.7,14.8
KS,Decatur,20,039,09,0,2,2,2,2,2,2,3,6,6,5,4,3,2,4,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,5158,3433,3752,3477,5762,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871,2885,2832,2932,2908,2930,2871,2915,2961,2855,2912,2955,3120,3191,3472,798,791,806,788,790,776,780,808,NA,NA,NA,NA,NA,NA,NA,25.6,24.8,24.8,26,26,26,26,NaN,NaN,NaN,NaN,17.4,17.4,18.7,18.7,18.7,18.7,18.7,18.7,2.8,4,2.8,4,2.8,2.8,2.8,2.8,1,1,3,0.3466204506065858,0.34106412005457026,1.0131712259371835,7.3,7.3,27.2
KS,Dickinson,20,041,07,0,7,6,6,6,6,8,9,10,14,12,11,9,11,15,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4864,4471,4545,5238,4578,0,2,2,2,3,3,3,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18717,18902,19064,19303,19394,19609,19762,19739,19754,19015,19328,18957,19322,19209,19344,3647,3644,3614,3578,3558,3546,3579,3566,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,21,20,18.7,20,20,20,20,20,12.8,12.8,14.4,12.8,12.8,12.8,11.2,11.2,5,5,9,0.26452227277536766,0.2590270942340569,0.45560392831831525,5.7,5.7,12.6
KS,Doniphan,20,043,03,0,4,3,4,4,3,3,2,2,2,4,4,4,4,5,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4285,3293,3308,4320,4933,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7682,7727,7664,7797,7874,7851,7864,7945,7945,7624,7753,7756,7865,7816,8249,1473,1403,1392,1375,1335,1300,1301,1286,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,17.4,18.7,18.7,17.4,17.4,18.7,18.7,18.7,16.1,16.1,16.1,14.4,14.4,14.4,12.8,11.2,3,2,2,0.38824899702342436,0.25650891368475054,0.2517306482064191,5.7,9,5.7
KS,Douglas,20,045,03,0,263,258,256,252,249,221,211,199,183,176,107,87,53,46,2,2,3,50,39,35,34,38,34,17,17,10,8,10,8,11,11,9,1,1,1,3253,2598,2973,2887,2838,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,121436,120793,119440,118053,116585,114322,112864,112211,110826,116383,114748,113488,112123,102914,99962,14110,13400,12708,12018,11465,10917,10218,9867,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,17,18,18,14,17.4,17.4,14.9,14.9,16.2,14.9,16.2,17.4,19.9,19.8,19.8,19.6,19.6,19.6,19.4,19.4,109,104,87,0.9023701704568973,0.8809602466688691,0.7850143468139246,25.3,25.9,23.1
